text,label
ban gaye ullu  ye news sirf indian media per he aur kahin per nahi ishaank,CAG
modi verodhi is bhashan ko jarur sune or apne comments de,NAG
 mins xb media ne bjp ka itna haraam ka paisa kha rakha hai ki  jawaan shaheed hone ke baad bhi media modi ki kamiya chhupane ke liye tripple talaak par debate kar rahi hai besharm bikau paid media ,CAG
feku loda chuske bulaya tha na investment karne inko,OAG
waoo maza aa gya rundian army ko ghar mein ghus ka maara hahahaha,OAG
bijepi waalo ne dikhya ek or nayaa sapanatamaam log samaj jaaenge kii jumala he par bhakt abhi se prachaar main lag jaayenge,OAG
bri jldi khayal aaya k bachey hain,CAG
ye paak kii sarjicalstrike he or hamaari sena ne acha jawaab diya,CAG
chutiye to tum upi main bhi stifa tum safal ho vahaan sarkaar chalaane main,OAG
faad hai abhi funding news ayegi iski ek bar yourstory pe ajae fir ho jaega ,CAG
jo hadtal par jaye samjho vo patrol pump bhi chori karte hai,CAG
samaaj puraa nafe nuksaan kii chintaa karata he ek din main na bharat bana he nahin ek din main ban kar khadaa ho jaayegaa bas ham paanch saal is jimmedaari ko alag alag party ko saunp dete hai,NAG
ab  inch kaa kahaan rah gaya ab to  em em boliye bate to madari bhi bady bady karata he wo sach thode hi hoti he chunaav jeetne kaa jumala tha ab koi sainik mare yaa koi ore kya fark pasta he ,CAG
ye to pakistan k ailaka khyber agency k her aik fird ni astimal kiya hai mujhi b ais ko chala chuka hu,CAG
mukul bhosdike randi ki aulad sale teri bhen ko sare aam chod denge tu kuch nhi kar payga,OAG
saale buddhe kyun isme hindu muslim ki bat kar raha h har jagah nafrat phelane waali bat mat kiya karo is film ko napasand karne waale adhiktar gher muslim h aur muslim log ye film nhin dekh rahe kya,OAG
congress sale tum salo ne hi dedh ka halat ko bigada aab ye modi kiya kare ge,CAG
hafiz chetan shah sayeed ne mumbai pe hamla karva aur ilzam hinduo pe aur rss pe lagaya,OAG
kaajal ne bif khaaya yaa nahi bhaad me jaae par par tum enditivi waalo kaan khol kar sun lo tum aatki daugalo ho jo dilali me baith cap raashtra virdohi khabaro kaa agenda chalaate ho haraamiyo desh kii janata ek din tum logo ko sadakon par dauda dauda kar maaregi yaad rakhana ye baat,OAG
tum to puraa chaara hi kha gaye,OAG
bevakoofi kii had  video dekh ke bhi indian express ko pataa nahi chalaa ki kisko dhoyaa he vishwaas ne,OAG
haha gau aur bhains main keha fark hai wese kajol main khayea toh gau ko hai but dictator ke raj main darke mare ese bol rahi hahaufuff,NAG
modi sarkar  bhi pakistani head le aaye yahi bahut badi baat hogi haan mann ki baat me modi ji pakistani  head kya  head le aayenge ,CAG
ghamand bolra iska yeh nii nachne wale randi ki aulaad jo hai azan ki awaz pe toh aitraz rahega is ku,OAG
abid boxr tum log sach much mugal ki rakhel ka labaris boxes ho aj biswas ho gaye kasam se tum log ganda khun ho,OAG
ye airtel idea  vodafone ki dukan band krwa kr manega,CAG
tum jaise logo ka basa chale na hindu dharm no band baja ke islam gate rahoge apni abaadi badate rahoge pahle apne population par control karo  desh apne app aage chala aayega ,CAG
news walo iye sab hi dekhate raho kuch nahi karta hamare desh sirf dekhte rahte he,OAG
hate kjo ,NAG
madchod pak ma chod nashe se gayab kar de ge nawab sale hum tum logo ke baap h yaad banhe chode ge general amir adbullah khan niyazi yaad h bhoshadi walo us time to hum ne chod diya tha salo suvar ke bacho tumari banhan chod kar ayege or tumari pakistan ko randistan banadege,OAG
saale chutiye he bataao koi hindu apane naye ghar me jaye ga to ajaan kyon karawaaye ga,OAG
agar kisi par koi sangeen aarop lagata hai to kya bina jurm sabit huye use goli mar dena chahiye mr vivek agar aisa hota to koi b kisi par kuchh b araop laga deta aur usee goli mar deta very funny vivek thought kisi ke sath koi nainsafi nahi ho isi liye to court of kanoon banaya gaya hai agar mr asharam par jurm sabit ho jati hai to unko jaroor saza milegi agar court aur sarkar saza nahi de paye to janta inhe jarur saza dengi ,NAG
is partyme dum hein,NAG
vinaash kaale vipareet buddhi,CAG
inke vajah se hi congress ki aaj ye halat hai,OAG
yeh lo koi to anti national launch hai aise bol raha hai,NAG
ye to mujhe lagta hai web page koi desh drohi chala rha hai jb dekho modi k khilaf h news dikha rha hota hai,CAG
shaheedon kii shahadat nahi jaayegi bekaar ye sunate sunate modi raaj me shaheedon kii sankhya  ke paar jai ho modi sarkaar,OAG
sab corrupt hain aur yeh toh kisan baaburaao anna hazaare ke aandolan ka mazaak udaata tha,OAG
aapane to bhakton kii kah ke le lee ,OAG
sonunigam sonu bhi bahati ganga main haath dhonaa chahta he gayaki chal nahin rahi bas kuch zamin mil jaae or bhajpa kaa ticket ,OAG
yah saalaa do takke kaa film sameekshak bahuwali par apni raay dete phir rahaa he,OAG
ab wo samay aa gaya he ke bhartiya sena dushman ko munhtod jawaab de  jai hind ufeeuff,CAG
vah pakistan ke liye nahin tha vah to hindustan kii janata ke liye tha,CAG
suar hijde un kashmiri chutiyo ki peeth ke peeche chup ke kya var karta hai aamne samne aakar lad bhartiya fauj teri porki sena ka moot nikal degi,OAG
in ko pakistan achha lagta hey ,CAG
 m agar un k pak sainiko ko goli maar dete to sayad aj pak k sath roj ki ladai or kashmir dange na hote,OAG
sheilesh jain bhai aapki bato se lag raha h mujhy k ma pakistam ko sport krun,OAG
kana,NAG
kya bjp ke jitne se delhi me aap sarkar  gusse me  light ke price ko bada skti hai ,CAG
jai hind,NAG
waah,NAG
kumar ko party se nikal dena chahiye ye party ke liye hanikarak hai,OAG
torr baap bhi aayaa tha gaand p laat maarkar firr pak bhej diye,OAG
shweta singh my pakistan army ka jwan hon rat ko akar ap apny jwano ka badla ly sakti hyufcufcufcufcufcufcufcufc,CAG
 saalo me congressiyo ne ye haal kiya hai  ke election me ek badle dus marenge agr ye jumla nikla to hindutwa wala eekkka card to hai hi,CAG
abp news paid media haithoda to sharam karekitna giroge shame shame,OAG
modi ji ya raaj nath ji ko pata nahi laga,CAG
sunil kapil show ka hero h kapil k bhaw bad gae h,OAG
sale iphone  ka cocept video dekh liyo uska  bhi iphone plus main nehi hain jab tak lunch nehi hota salon pe bharosa mat karo,OAG
ab jaishe mohammad asad mazhooor ko media karegi giraftaar hehehehehehe choadh lo jitni bakchodi chodni hai ,OAG
sale vahshi insan tri havas mita pehle madrchod bc pta ni kaise eladee bn gye ye mdrchod,OAG
kutta,OAG
sarkaar or bank kii mileebhagat to dekho nikasi charge ye sarkaar to aam janata ke jeena haraam kar degi nodi sarkaar ke achche din yaa gaye lekin janata ke kab aaenge pataa nahin,CAG
teri maa ki chod,OAG
kya yahi h aisabka saath sabka vikas,CAG
hamaare desh main javaanon kii jagah netaa shahid hote to bahut jaldi ection hota,CAG
koi beef khata hai to kiske baap ka kya jaata hai,OAG
jitnaa nukta chini kijiega janata utana hi aapkaa majaak banaayegi kuki pure desh ko malum he kii billi khisiati he to khambha nochati he,CAG
photo gailaree  vidya baalan bhi pahunchin kans film festival main juri main shaamil hokar dekhen  httpkhabarndtvcomphotosshowvidyabalanmakesgrandentryatcanneskhabarfb,NAG
jo naxli nai khatam kr saky wo pak army ko khatam kry gy hahahaha beta talbaan se america ny kitny saal jung ki afghanistan mai deikha na haar gya america apni haar manta nai wo k insult ho gi word mai hmm se poch bat krna muslim tu phr b dunniya mai baqi rhy ga kr ly jung lekin hindu khatam kr dy gy world se aaja rajan singh rathour,CAG
kaha se utha ke laya hai inko sab bc isse accha to himesh vaiya ko hi laata tera suroooooooooorrrrr,NAG
dhatu kii milavat katke paida hua hai tu haa hahahaha dhatumay jeev jantu,CAG
pakistani sena ne bhartiya chaukiyon par firing kii bhartiya sena ne bhi diya jawaab,NAG
ab to ye   clear ho gaya kii ye mulle allaah ke alawa ye congress kii bhi ibaadat karte he ,CAG
bc indian express ka chle to ye indira gandhi air rajeev gandhi ka murderer v modi ji ko ghosit kar de,OAG
hum haina annaji lokpal k andolon fir suru karo,NAG
o yaar kyu dr batra ka business takeover krnr pe tule ho tum log news se mtlb rkho yaar bechara dr batrauf,CAG
notebandi ka janta gaaliyo se samarthan kar rahi hai kahin kahin to laat ghooso se bhi bjp netaaon ko bhari samarthan mila hai,OAG
sirf  nhi aise  se bhi jayda maarne h meri apeel h pm modi ji se ki politics na kre aur indian army ko puri trah se freedom di jaaye taaki agli baar pakistan aankh utha kr na dekh paaye hmare pyare bharat desh pr ,CAG
modi ne kuch nani kiya lekin mullo ki aami chod diya,OAG
ravis g kya aap ye issue utayege ki ek muslim ko kabhi cm ya pm kyu nhi banaya gya except jk,CAG
thoda samajh pe pressure dalenge to baat jayada samajh me aayegiakhilesh keval unhi apradhiyon aur corrupted ko hatayenge jo shiv pal aur unke step brother prateek ke karibi honge sp government me kitani rajnatik murder ho gaye sayad aap news nahi padha thekya ek hi mantari bhrastachari hai,CAG
yes ur rite nhi tuu aap se bjp kr deta,NAG
angoor khate hain,CAG
bhag teri bhen bhi atankwadi hai jo sp walo se marati hai,OAG
are sahib aap to puri duniya kii news me bisi ho par kabhi rajasthan ke jile jalaur or paali sirohi me jaakar vahaan ke logo ko puuchhiye kii yahan par vikaas huya he yah nahi mere hisaab se vahaan par pani bijli or sadake kush bhi nahi he or sabase badi samasya he to wo he sirf kisaanon ke khet me pani kii or sir mere baat nahi manani he aap khud jaakar dekh lo oq plz plz plz sir,CAG
minister jee ak thapkiapne ghr kr leye bhi rkhe lena jrurt pde skti ha,CAG
jaise k ap log sapne daikhrahi hy pakistan pe attack karne ki hahahahahaha,CAG
brijesh dave bhai phir bjp ko vote kiyon karte ho zara meri ghalat fehmi lojically door karne ki kirpa karain,NAG
rss bajrang dal ke aatang vadiyo ko kio nahi bhej dete daes ki sima par,CAG
surajevaala tu haryana kaa hoke haryana kaa nahi ban sakaa to desh kaa kya bane ga,OAG
gathbandhan vahi congress vaala jo arunachal main dekhne ko mila or bijepi vaala bihar main,CAG
chal be har jagah anna hazare ki topi mat ghusa,OAG
murkh aadmimodiji desh ke pradhanmantri haipuure desh main ghoomane phirane ke liye swatantra haiagar isse party kaa prachaar ho rahaa he to isamen modiji kya karen,OAG
en mullo ki maa ki chut saale hrami ki najayaj olad,OAG
abe comment kr ke pala jhar raha hai,OAG
muslim filmi kalakaro ko hindu nam rakhne padte hai kiu kuran me likha hai muslim hindu nam nahi rakh sakte yusuf khan aaj ka djlip kumar,OAG
ndtv v desh ke gaddaro ke sath mila hai kya public ko yah adhikar hona chahiye fedral govt ak survey krake jane ki kiss ndtv ko stop kiya jaye ki nahi,CAG
salla mar dainye chahiye es mla ko ,OAG
 ka to gas cylender he ho gya h ,CAG
kya bank pos machines transactions par jo  charge lagati hai usko khatam karne k leye koi neyam la rahi kya,CAG
mail khaanaa bhi nahin chaiye,NAG
kai gaendbaazon ko inhone ghuma ghuma ke diya aaj ghuma ke le liya,CAG
rajniti me haar jeet hoti rahti hai ye koi asthai cheez nahi hai kal fir satta paltegi yad rakhna ,NAG
kendra kii bijepi sarkaar vaale pehle kah rahe the ki  saalo se jo kalaadhan desh main logon ne chhupaakar rakhaa hai use baahar laayenge or koi nahin bachegaa kahe thea  lekin phir navambar ko  par kaa gayi or kahe ki ab koi nahin fasega  or ab yahan to aaye din inhen kii party ke logon ke paas se hi naye  ke noto kaa jacira pakadaa ja rahaa hai  mujhe to ye lagane laga hai ki kahin inaki bijepi party cashlash karte karte khud apane hi saansadon se seatlash hokar bahut se baahar naa ho jaayen  kyonki jis survey par ye itaraa rahe thea ki  pratishat se adhik log inke notebandi ke faisle se khush hai  aaj wo pratishat ghatakar maatr  pratishat rah gaya hai  ab aage kya hoga pradhanmantri modi or inaki manuaadi soch rakhane vaali bijepi party kaa ,OAG
kya aap bhagat singh bananaa chahenge kyon kaha jaataa he ki sab chaahate hai ki padosi ke ghar main bhagat singh paidaa hon hamaare ghar main nahin kyon kisi ko bhagat singh hi bananaa chahie kya ham bhagat singh ko thik se jaanate bhi hai koi bhagat singh kaise banataa hoga faansee par chadh jane se yaa apane vichaaron kii yatra se ,CAG
bahut sundar kaha aapne jab jawab na bane to galian do yahi to sahi deshbhakti hai are vo to nakara the tabhi to satta se bahar hain or vapsi katheen hai kintu aap to mahan hain to jawab do gussa ya gali kiyo,CAG
rajasthan wale bjp ko uski oukat btayainge,OAG
ye khud drame baj aur fraud hai modi ji k khilaf dharne par baitha tha kejriwal k khilaf kyu nahi baitha doongi buddha,OAG
petrol and desiel vehicles ki sale band kyun nahi ho rahi,NAG
kisaan aatmahatya kar rahen haipani kii killat henaukari nahi mil rahimahangaai kam nahi ho rahikalaadhan aa nahi rahaajise man chaahe wo desh ko daraa dhamka rahaa  ye koun se uphaar he ,OAG
nitin shah aggarwal ji abhi bhi kuch nahi bigda h agar modi ji ki govt me strong will pawer h or desh k liye kuch karna chahte hain to kashmir me governor rule lagao or army ko khuli choot do bus do din me patharbazo ka or atankwadio ka safaya ho jaega lekin uske liye modi ji ko behud sakth action lena hoga pura desh sath khada h,OAG
jaise jalane ki parampara samapt kar di gayi waise triple talaak bhi samapt kari jani chahiye agar talaak lene hai toh court se lo jaise sabhi dharam mein hota hai,NAG
tu apna randi rona band kar hijjdo ki fauj he tumhari baat kar rahe ho tum logo ka kya haal he aur duniya ki nazro me kya image he  time me pakistan me rehne wale hindu logo aur cow ko maar dia aur train me bhar ke body bhej do india me kargil war tum logo ne start kia tum logo ke  around log maare gaye aur list nikali bahut saalo baad ghazi attack me baare me pata hi hoga ,OAG
kitni ajeeb baat he ki ek kaalpanik charitra bahubali kii maut kaa raaj jaanane ke liye puraa desh theatron par umada padaa he kaash ki itane log milakar sarkaar ke saamne khadey hokar yah poochhate ki bataao aatankwaadi or naksalwadi hamaare phogiyon ko kaise maar rahe hai to desh kii tasviir hi badal jaati ufufuf saabhaar,CAG
fat rahi hai,OAG
binni ban gaye the bjp k hath ki chakkarghinni,OAG
tum modi or yogi se itna jalte kyo ho tumhara kya bura kiya hai ya tumhari bahen chhed di kya inhone,OAG
iss hisab se to jharkhand me bjp ko resign karna chahiye naitikata ki bat pahle khud par karo,OAG
dilli main anti karpshan beuro main bavaal badhata ja rahaa he,NAG
flashbek  manmohan singh ko kaise mili thi vittamantri banaae jane kii khabar jaanane ke liye padhein httpkhabarndtvcomnewsindiahowmanmohansinghlearntthathewasthenewfinanceminister,NAG
ab bhakt to ja nhi skte bate hii chodenge kadi ninda bhi nhi krne doge ab,CAG
bhai me bata du ke  saal pahele modi sir nahi the na modi ki sarkar thi ab dekhiye ab dilli me sab hoga,NAG
but us k badle me charges jada krne ja ri h government,CAG
sahi kaha ab to hum bhi yahi puch rahe hai bhot ho gya,CAG
koi kuch bhi kahe aap jaisaa koi nahi modiji desh aap ke saath he or rahegaa,NAG
aur slum bi dika uss mein bi mumbai hi no hai,CAG
hosh k nakhun lo or islam kabol karo take jahanm ke aag se bach sako warna pore zindage or akhirat tm log jahannam me sarte rahoge ,OAG
bakawaas to modi ji ne kii akhilesh ji ne to kaam kiya,OAG
re madharchod tu hindu ko khatm krega pahle apne bahen ka shosan krna band kr le beta phir baat krna or haa ab khatm krne ki baat kahi na to bamboo hoor denge pichware me samjha,OAG
tumhri yahi problem hai mommd tum bs apne aakao ki bt suno kbhi khud ki aakh khol ke bhi mere bharst ko dekh lo,CAG
to yagyarth srivastava ham bhi daily bhajan ki awaaz sunte hain jo ke mandi me loudspeaker per bajta hai  to phir mandir me bhajan kun band nahi kerte ham na azan ke khilaaf hai aur na bhajan ke  bus tumhari soonch choti hai,CAG
ye modi sarkar ka sabse akermany mantri hai aur isliye iska ek hi kam hai modiji ka gungan kernaisey sarkar se baher kijiye,OAG
whn baithe baithe logg clash of clan khel rae honge ,NAG
kyunki gay rakshak tumhari maa chodne ke liye hai bc ,OAG
 ka badla  kaha tha aapne kashmir me border problem hai yaha koun si problem hai sarkar nhi jaaegi ladne army jaati hai,NAG
apne ander jhakon apne aap ko muslim btaene wale,CAG
sarkar ko yah sab kamo se fursat mile to xbf,OAG
diggi had se jada gaddar hai isi k agent hai sima por atankwadi se loha lene se pehele diggi jaise jehadi suyor ko jail mai daal kor mukaddama chalaya jaye,OAG
 mil jaae to shukr he satguru kaa ,OAG
ahooo ab  hogy hin ab to mza aye gaa,NAG
to phir ritabahuguna joshi jaise aur anya congress k netao ko party me samil kar lete hai,CAG
katwoo salay ab tu gaand chodwale,OAG
sarkar bahut paryaas kar rahi he pakistan se badal lene ka,CAG
jai hind  sir ke badle  pakistani sir chahiye jai hind,CAG
tumne aajtak me desh ke liye kya kiya tumhara koi sahyog hai to batai siva fb me line likhne ke,CAG
digvijay singh ko koi mahatv detaa he kya  midia ko chhodkar  bekaar kaa aadmi he  expiry date bala dawaai he ,OAG
raveesh ko apane twitor account kii chintaa to hogi hi kahi koi modi samarthit baat naa twit ho jaye,CAG
teri bhi daal gali he kya,CAG
kabul ke hotel main hamalaa chaar videshiyon samet nau mare padhein httptcoeuegqgpcm,NAG
mai to kah rh hai ki aap ko chhodkar bjp ko join kr lo ,CAG
jab vo kuch nahi mante to hamari goverment yahan kya ganta kar rahe hai,CAG
are tumko kahan desh kii phikr he hoti to soudi jane se acha hindustan kii army me bhartee hote tum  lekin izzat kii roti se jayda tumko soudi kii jahaalat kii roti pasand he tum mullo ko,CAG
mukti dvar tak pahuchne ka her kisi ko adhikar hota hai,NAG
jis desh ki janata ko hagandari mukti ke aid me hajaaro kharch karnaa pasta he wo desh cash les kaise hoga,NAG
sabko vidhayakaji kaa saath dena chahie vidhayakaji ne bilkul sahi kiya vaah re police   saal ke bachche par aise barasaai lathi maano insaan nahin jaanavar ho mahila or bachche ko dauga dauga ke maar rahe the jaise junglee jaanavar ho ,CAG
ramraaj kab ayega jis din log satya ko janega or satya unehe unki buraiyu se azaad karegano jatiwad only manawtawad,CAG
hijda modi badhakar ega bas oy freind ka company setting me busy he,OAG
modi sarkaar ko lagbhag  saal puure hone ko aaye  sarkaar takreeban har kshetra main behtareen kaam kar rahi he  bipaksh ke paas modi sarkaar ko gherne ke liye ek bhi mudda nahi he  pichhali sarkarein jahaan aakanth bhrashtachar main dubi hui thim or policy paralysis se grast thi vahaan ye sarkaar har kshetra main behtareen kaam kar rahi he  haal main sampan hue  rajyon ke vis chunaav or dilli main mcd chunaavon main modi ji or bhaajapa kii jabardast jeet se baukhalaayaa vipaksh modi sarkaar kii aalochana ke bahaane khoj rahaa he jo use mil nahi rahe  aise main ekmaatr mudda jo unhen miltaa he wo he kashmir main pakistan sponsord islamic jihad main maare ja rahe hamaare jawan or desh ke  se zyaada jilon main faili maovadi naksali hinsa ye donon badi puraani or badi gahari samasyaayein hai jinka alpakaaleen taatkaalik hal nahi khoja ja saktaa  donon main videshi takatein shaamil hai  aise main kashmir or naksali hinsa ko hi vipaksh mudda bana saktaa he or bana rahaa he modi sarkaar ke khilaaf koi ghotaalaa bhrashtachar yaa vikaas kaary na karne kaa issue to he nahi sirf islamic terrorism or naxalism hi ekmaatr issue hai jaspe modi sarkaar ko vipaksh gher rahaa he  main dekh rahaa hoon ki rashtravaadi log bhi is trap main funs rahe hai  ye samasyaayein raaton raat hal hone vaali nahi vipaksh kaa canon fodder mat baniye  ye mat bhuuliye ki its a war war main shatru jab hamalaa karegaa to casualties to hongi hi  apni hi sarkaar ke khilaaf canon fodder mat baniye  bhai ajit singh kii waal se,CAG
jo  saal se the unhone to desh ko lut liya araja aage nahin kahana ,OAG
are ye ho kya rahaa he javaanon ke saath udhar naksali maare idhar aatankwaad maare or sena keval pis creat kare,CAG
jaisa karna hai karo ye republic hai bhartiyon ko to habit hai gulaami ki  saal congress ki kari abb app ki kar rahe hain after all sari power apkai paas hain kuch bhi bolo kuch bhi karo vote tumhe hi milegi,OAG
shadan shakil bhai apke jaise logo ki hi jrurat abi inhe ye ni pta jab ladai hindustan ki kisi dusre mulk s hoti h to hindu muslim sab ek hokar inke jaise kisi b dusre mulk ki ma chod dete h ,OAG
acha iskaa matlab khatna bhi karvaa lete,CAG
tumhare me dam h to tum ek hi mp bnakr dikha do mulayam na hote to sb obc ki aukaat malum ho jati  verma,OAG
wajib hai bhai kiyo ki mim to samjajh gaya,OAG
uno me konsy justice k bhagwan baity heyor osama g to hamary pyary ty or rahengyo sirf american policies k khilaf thaa baqi hafiz saeed to hamara jigri heyjis tarah apky rssor chand extremist heylol,OAG
agar kisi k baap me himmat h to rokna mujhe  march to chodho be december  tak me  purane note rakhunga aur unse apne hath saaf kiya karunga be salo hitlar ki aulaad jab purane note chal nahi rahe to kaise sajja be wakai sarkaar pade likhe logo ki nahi h abey salo jab purane note koi lega hi nahi to sajja kaise be ye to raadddi hui to toilet me hi kaam aa sakti h,OAG
sharda sahu tu filhal ja or ja ky  sar katy fojio ko jala agr tum ghareebo ky pas petrol nai to salo us ki body pe peeshab phenk ky aag lga do saly harami apny foji ko,OAG
chaara chor saale,OAG
gunde gundon ke sath stage share nahi karenge to kiske sath karenge,CAG
rajaniti apane aakhri charan par he aapni bhashaa apana daaman bataati hai,NAG
bhai pakistaniyo agar tumhe sar hi cahiye to modi ke lee jaao magar pelees hamare jawano ke sang me he waniyat wali jang nahi karo,CAG
oye sardar tera dimag jaga pr nh h kya k bs naam ka sardar hai q wahe guru naam kharab krrha h neend se uth ja aur dekh army ki history kitne musalmano ne kai baar akele he dushman ko khadeda hai ,OAG
ndtv ka pankaj pachauri kon tha congress ka dalal pura ndtv bika hua hai randi rona ro raha,OAG
hye hye modi,OAG
ek baar phir sampradayik giroh ekajute honge or secular aapas main gutham guthi karenge phir haarane kaa thikra evm par phod diya jayega,OAG
babbti khai ko koun rokegaa  daridrata or bhukhon ko bachaaye ga ,CAG
baba bakwaas mat kar chor hai tu itna hai toh shaheedon ko crore de,CAG
abhi sahvaag b bhaga bhaga aayega,OAG
bharat sarkar ke jo hathiyar hai kya wah sirf dikhane ke liye hai,CAG
iska muh ek bar kala kiya tha jyada bolega to dubara kr denge,CAG
agar esaheto  bjp congresyuqt ban chuki he kab unko jhute marte,CAG
abe oye khanekharab sale suar k beej tera kabutarkhana bna duga  mint m sale suar ki paidaish bc,OAG
kaha tha ea sab nautanki  ke pehle kya vemula pahli dalit jo mar gaya,OAG
vaah re rajanathsingh ji keval meeting par meeting bulaaie lekin bahut hi dukh hota he jab aapaki har hailabel meeting keval bahut hi zyada kadi ninda par aakar dam tod detii he vaah re modi ji badhiya  inch dikh rahaa he aapkaaare kitne sainikon kii balidani par jaagenge sar aap keval man kii baat sun sun kar agar hamaare sainik shahid nahin hote hai to aap roj sunaaie apane man kii baat lekin aapke sarkaar ke haav bhav se aisa ab prathit hota he ki aap shaheedon ke parivaar ke man kii baat bilkul nahin sunani he ,OAG
sirf gaumata ko bachana hi hamara farz nahin banta balki hamari dhartimata ko bachana hamara pehla farz banta hain unke ghar mein ghus kar maro saalo ko  ke badle  jai hind ,CAG
bengal ko to mamata bano ne bangala desh bana diya,OAG
arai jis tarah rajiv godhi or indara godhi ko dhokhe se maar diai sab thik usee tarah ab kisi or kii baari he,CAG
sharad pratap singh rajput bhaade kaa tattu chaalu ho gaya prerana ban kar vaaqai inhen chuudi pahanane kaa shauq he,OAG
sabse aage tum bhakto tharana chutiye do you know what is war,OAG
aajkal sabhi bade bade raashtra bhakt sainik bhakt ban rahe hai kyon nahin ye badebade sainya bhakt un sainiko kii tukdi kii aguai karte jo vibhinn aatankiyon se ladane ko bheji jaati hai jab prince charles yuddh kaa abhyaas kar sakate he to ye kathith deshbhakt kyon nahin,NAG
chori aur seena jorisaikdon jutey padne chahiye saale chhotton ko,OAG
jang ma rona nahi hota wo hamara muslim ko kisa baderdi sa qaltal kerta hi yahi fouj kashmir ketna muslim bahen bewa hogiya sharam apko ana chahiya,CAG
ganesh ji congress bhaajapa vampanthi in sabon kii apni vichaardhaara he aap usase sahamat hon yaa na hon unako maanane vaale vichaardhaara se jude hai  aap sirf virodh kii raajnneeti karti he ,NAG
bc tumhe abhi bhi suspected lag raha hai sharam karo haram khoro,OAG
apni lathi raili ko yad kare,CAG
suna tha bhakt sirf andhe hote hain tujhe dekh kr samjh aya wo gunge aur behre bhi hote hain,CAG
aap hoa ya baap bade main pachana jata hai,CAG
rohit sahdev mojhy lgta ha ka ap bollywood filmy boht daykhty ho ap ka foje ham nay ni mary wo saly bohk sa mary ha un ko khna do yar pahly pihr jang ka lia bahjna pakistan zinda bad,CAG
ab to har din bharat maan ke laal shahid ho rahe hai lekin sarkaar keval kadi ninda ke shabdon se badla le rahi he shaheedon kii shahadat ko salaam ,CAG
ab ye news vaala bahut bada vaala wo ho jayegakyoki isane modi ji ke khilaaf likh diya,OAG
congress kii haalat bhaagate chor kii langoti acchhee,OAG
suno suno achche din aa gaye hai modi ji ke raaj main bullate train or ipel match jaruri he pandrah kilometre se pani laane vaali mahilaon ko modi ji award denge pani lekar kya karengi modi ji pani kii dikkat or akaal se prabhavit logon ko digital india ke tahat ek app denge jisase pani downlod ho jaayegaa is app kaa password aresas or bhaajapa ne aasaan banaaya he password he bharat mata kii jai achche din aa gaye hai bharat mata kii jai,OAG
hizra pm rahega to paki bar bar chij fayar torte rahega shochne ki koi bat nahi,CAG
congress mein bahut solid log aate hai agar ek pair kabar mein latka ho to bhi desh ko lootne mein raat din ek kar deyte hai,CAG
or marna chahiye hamare sena ki aag etne s sant nhi hoga,OAG
aisey hi pakistani indians ko mar kar in ka khatma kar den gay inshallah,OAG
esme aalah aur bhagwan kaha se aa gye tum allah ko gali diya aur wo bhagwan ko ka fayeda hua tum dono ke chakkar me allah aur bhagwan gali sun rhe hai,NAG
amir khan pehale apane comunity walonko kuch desh prem sikhao jab koi terorist marta hai to tumare log usaki antim yaptra itane jate hai jitane indendance dayko nahi bahar ate kuch deshpremki kitabe padaneko do kashmrme pakistanka jhanda laharate hai aur armyke upar atack karte namak haram log nahi to syriairakpakistanafganiranchinaghumake lao fir samaj ayega bharat kya hai aur thoda wande matrambhi sikhao haramiyonko hamara desh koi hotelke plate ka khana nahi hai ki pet bhara to thali sideme karana,OAG
hindustan ke muslim ekajute hokar in kathmullon ke khilaaf fatwa nikaalen,CAG
sirf alcohol ki sope badi hai madhya pardesh bjp sarkaar me,OAG
ohh bhari be iitr che distay ,NAG
bhaoot madarchod haiedia ye sab binas ke or ja rahe hain,OAG
kashmiri bayee hay apky to kashmir may pakistan ka janda q utaty hay,CAG
aaj ki yug ki mai kya diya duniya ko hahah kuch bhi tou nahi sab kuch tou videsho sy sikhy hai gyan khoj thi bharat ki tou kyo nahi bataty brahmin ab tak koi kuch ho bolny aaa jaty hazaro varsh pehly humny khoj lia tha tou bataya kyo nahi hum bass khud ki tarif kerna janty hai cricket khel ker khush us mai desh ka ser ucha kerna baki khelo mai muh kala hota hai tou koi baat nahi kerta,CAG
salman khan ke maa ki chud pakistani bhadve pakistan ki paidaish gaddar lavde mulle,OAG
madrchod moddi sala  bhenchhod ne senna ko bs marrne k liye rakha haikkitny sainik saheeed hhuy kya kiya government ne,OAG
mode jika sina kha gya us samay to bole ek badle,CAG
bhai saab evm meharbani se rule kharenge,CAG
ek kahawat he sawan ke andhe ko sab haraa haraa hi najar aata he,NAG
tum log aur deshheetthoda ajeeb nai lagta ,CAG
iske pahle kab kab tuti hahahahahaha waah media tmhra koi jawab ni sudhar jao kamino,OAG
pta nh chal rha  inch k seena hai ya chati,CAG
ha mujhe  yaad he,CAG
aam aadmi party kuch nahin he bas wo bhaajapa kii bteam he jo congress kaa vot katati he,OAG
hahaha acha paga sun k pakistan ne under ghus k mara,OAG
kyon na in deshbhakt rss aur bjp walo ko seema par bheja jaye,CAG
tere kese kafi jahil pehle bhi pakistan se panga lene aye thy or unka haal bhi whi hua tha jo aj tmhry foji ka hua narag ma bhj dia salo ko bakwas nhi krny ka anurag,OAG
